origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Zafra,Almaraz,37.3922863,193206.201194,75.4078845,193319.0013648
Zafra,Miajadas,37.3922863,109251.620979,39.1585618,109328.1718271
Zafra,Valencia de Alcántara,37.3922863,164545.3171075,2.5264989,164585.2358927
Zafra,Trujillo,37.3922863,145738.9312081,201.0830222,145977.4065166
Zafra,Montánchez,37.3922863,102866.8975312,46.3952131,102950.6850306
Zafra,Castañar de Ibor,37.3922863,202892.187007,698.7043221,203628.2836154
Zafra,Miajadas,37.3922863,109188.3451708,29.0812557,109254.8187128
Zafra,Brozas,37.3922863,167374.8157727,66.5231765,167478.7312355
Zafra,Logrosán,37.3922863,156166.9091389,52.4389281,156256.7403534
Zafra,Cáceres,37.3922863,134252.7519818,127.5009616,134417.6452297
Montijo,Ribera del Fresno,5.1657107,70027.718738,133.3404845,70166.2249333
Montijo,Ribera del Fresno,5.1657107,67898.791182,43.0864065,67947.0432992
Montijo,Don Benito,5.1657107,77081.0621187,1210.0073194,78296.2351488
Montijo,Talavera la Real,5.1657107,25908.1297442,157.046597,26070.3420519
Montijo,Atalaya,5.1657107,86747.0869513,1173.6409482,87925.8936102
Montijo,Quintana de la Serena,5.1657107,113164.6053733,22.5339004,113192.3049844
Montijo,Cabeza del Buey,5.1657107,148990.4265464,167.6163566,149163.2086137
Montijo,Fregenal de la Sierra,5.1657107,113775.5721646,714.1054274,114494.8433028
Montijo,Fuente del Maestre,5.1657107,62286.079582,904.9346082,63196.1799009
Montijo,Llerena,5.1657107,112595.7734783,387.2846945,112988.2238835
Montijo,Siruela,5.1657107,149233.5319853,60.3970647,149299.0947608
Montijo,Puebla del Prior,5.1657107,69741.5428009,856.8577394,70603.566251
Montijo,Olivenza,5.1657107,63749.871411,419.4188023,64174.4559241
Montijo,Mérida,5.1657107,26949.1617264,457.6761902,27412.0036274
Montijo,Castuera,5.1657107,119117.1421201,46.7786586,119169.0864894
Montijo,Monterrubio de la Serena,5.1657107,140494.1418898,100.409866,140599.7174665
Montijo,Villanueva de la Serena,5.1657107,87307.5956871,153.7294795,87466.4908773
Montijo,Badajoz,5.1657107,30204.8652828,272.375242,30482.4062355
Montijo,Trujillo,5.1657107,105224.5750526,1198.1750218,106427.915785
Montijo,Moraleja,5.1657107,156913.5051998,316.2138127,157234.8847231
Montijo,Nuñomoral,5.1657107,207123.4667812,45.3584391,207173.990931
Montijo,Cabezuela del Valle,5.1657107,188634.7490062,418.7409299,189058.6556469
Montijo,Aldeanueva del Camino,5.1657107,182981.9273263,220.512285,183207.605322
Montijo,Ceclavín,5.1657107,139733.6868669,1118.2002169,140857.0527946
Montijo,Montehermoso,5.1657107,162977.5275355,518.5415382,163501.2347844
Montijo,Jaraíz de la Vera,5.1657107,182174.8578184,685.9588293,182865.9823583
Montijo,Navalmoral de la Mata,5.1657107,177863.9371614,1329.9633607,179199.0662328
